Longitude,Latitude,Elevation,Date,Tmax,Tmin,RHmax,RHmin,VPmean,WSmean,SR,Pr,ETo
27.1,-26.7,1339,19790101,31.03,18.4,70.63,38.05,1.62,3.66,28.01,8.21,7.42
27.1,-26.7,1339,19790102,30.74,17.14,63.44,39.4,1.51,3.22,27.93,2.25,7.17
27.1,-26.7,1339,19790103,26.68,14.28,69.41,36.85,1.1,2.69,29.6,0.02,6.65
27.1,-26.7,1339,19790104,22.4,14.59,79.79,51.37,1.34,2.91,15.86,1.71,4.05
27.1,-26.7,1339,19790105,26.98,14.84,64.66,37.92,1.33,2.4,26.97,0.50,6.01
27.1,-26.7,1339,19790106,30.94,16.61,57.24,27.48,1.16,3.02,31.12,0.00,7.89
27.1,-26.7,1339,19790107,30.66,14.37,68.62,28.22,1.34,2.64,30.81,0.02,7.20
27.1,-26.7,1339,19790108,24.81,16.03,74.19,47.28,1.49,3.15,20.59,0.73,4.97
27.1,-26.7,1339,19790109,28.75,14.86,79.54,35.74,1.41,2.22,28.44,0.12,6.32
27.1,-26.7,1339,19790110,29.86,16.83,67.62,35.98,1.47,2.13,25.23,5.20,6.10
27.1,-26.7,1339,19790111,30.18,15.69,74.89,28.03,1.49,2.56,24.94,8.09,6.23
27.1,-26.7,1339,19790112,27.8,16.32,69.43,42.55,1.55,2.44,21.54,9.55,5.30
27.1,-26.7,1339,19790113,30.23,15.89,79.94,29.42,1.46,2.4,29.43,0.15,6.80
27.1,-26.7,1339,19790114,29.16,14.31,71.55,38.09,1.43,1.43,27.52,0.04,5.81
27.1,-26.7,1339,19790115,30.57,17.2,69.46,41.37,1.68,2.68,27.04,2.67,6.54
27.1,-26.7,1339,19790116,30.26,15.68,83.73,41,1.65,1.9,26.97,8.53,6.04
27.1,-26.7,1339,19790117,29.63,15.66,81.98,39.43,1.68,1.73,26.15,7.83,5.73
27.1,-26.7,1339,19790118,26.18,16.89,88.94,51.11,1.74,2.27,19.61,22.71,4.53
27.1,-26.7,1339,19790119,27.29,16.2,85.53,54.38,1.82,2.56,26.78,8.25,5.58
27.1,-26.7,1339,19790120,27.57,17.05,89.64,59.34,1.76,2.61,20.34,1.62,4.94
27.1,-26.7,1339,19790121,27.1,13.39,91.3,32.01,1.24,2.04,32.63,0.00,6.53
27.1,-26.7,1339,19790122,25.64,12.66,77.84,47.17,1.25,3.08,27.44,0.00,5.96
27.1,-26.7,1339,19790123,25.33,11.77,68.11,39.4,1.14,2.32,31.9,0.00,6.24
27.1,-26.7,1339,19790124,27.53,13.04,64.29,41.68,1.26,1.56,31.51,0.00,6.20
27.1,-26.7,1339,19790125,28.64,13.22,69.45,36.85,1.3,1.61,29.32,0.00,6.07
27.1,-26.7,1339,19790126,29.55,14.29,75.59,33.8,1.41,1.12,25.52,0.00,5.37
27.1,-26.7,1339,19790127,27.86,16.43,80.27,42.06,1.48,1.63,18.91,0.46,4.63
27.1,-26.7,1339,19790128,29.05,17.76,74.66,40.04,1.55,1.53,26.31,0.20,5.76
27.1,-26.7,1339,19790129,29.24,16.84,73.86,45.07,1.78,1.9,24.34,7.42,5.45
27.1,-26.7,1339,19790130,27.37,16.32,84.67,53.82,1.75,2.69,23.62,1.76,5.28
27.1,-26.7,1339,19790131,26.45,16.4,79.12,50.37,1.61,2.02,23.38,1.83,5.08
27.1,-26.7,1339,19790201,27.7,15.6,84.24,44.81,1.61,1.51,25.43,0.57,5.28
27.1,-26.7,1339,19790202,28.64,14.74,79.44,36.67,1.44,1.57,28.28,1.01,5.87
27.1,-26.7,1339,19790203,28.01,14.27,85.9,43.73,1.61,1.57,25.45,0.62,5.26
27.1,-26.7,1339,19790204,29.31,15.09,76.51,38.55,1.7,1.81,26.05,3.05,5.59
27.1,-26.7,1339,19790205,31.35,15.26,75.36,35.44,1.71,1.52,27.21,1.69,5.91
27.1,-26.7,1339,19790206,30.51,17.03,76.73,39.97,1.85,1.94,24.25,3.33,5.57
27.1,-26.7,1339,19790207,29.85,17.79,77.4,44.13,1.76,2.22,26.07,8.21,5.97
27.1,-26.7,1339,19790208,30.24,15.59,88.48,39.18,1.67,1.83,28.22,3.44,6.07
27.1,-26.7,1339,19790209,28.75,16.48,85.55,46.46,1.71,1.78,25.3,1.15,5.45
27.1,-26.7,1339,19790210,28.21,15.5,85.42,43.67,1.66,1.58,23.8,2.06,5.06
27.1,-26.7,1339,19790211,28.95,15.95,84.52,40.2,1.71,1.93,26.37,1.57,5.64
27.1,-26.7,1339,19790212,29.43,16.66,79.82,42.1,1.73,1.64,25.54,1.92,5.51
27.1,-26.7,1339,19790213,28.65,17.12,79.47,42.81,1.69,2.15,19.56,5.29,4.86
27.1,-26.7,1339,19790214,28.16,16.94,87.75,43.68,1.64,1.87,23.44,4.95,5.22
27.1,-26.7,1339,19790215,30.12,16.36,73.31,38.37,1.6,2.21,26.28,2.21,6.03
27.1,-26.7,1339,19790216,26.23,16.58,82.43,46.96,1.67,1.75,21.16,4.27,4.55
27.1,-26.7,1339,19790217,29.24,16.04,83.72,43.19,1.73,1.57,26.36,5.32,5.50
27.1,-26.7,1339,19790218,27.76,16.88,86.72,41.59,1.67,1.88,20.11,2.08,4.67
27.1,-26.7,1339,19790219,27.84,16.46,88.97,47.85,1.85,1.81,22.92,5.51,4.84
27.1,-26.7,1339,19790220,25.88,16.37,75.75,53.13,1.6,2.74,18.15,0.41,4.49
27.1,-26.7,1339,19790221,27.08,15.85,82.8,38.42,1.52,2.02,23.31,0.16,5.10
27.1,-26.7,1339,19790222,27.31,15.07,81.76,45.51,1.7,1.08,20.29,3.86,4.17
27.1,-26.7,1339,19790223,26.1,16.54,87.93,54.24,1.83,1.28,17.04,9.72,3.66
27.1,-26.7,1339,19790224,26.01,16.29,75.58,49.37,1.66,1.73,21.73,0.34,4.53
27.1,-26.7,1339,19790225,27.62,16.06,77.31,49.59,1.76,1.81,22.11,1.60,4.72
27.1,-26.7,1339,19790226,27.6,15.11,87.4,51.27,1.86,0.75,22.9,1.84,4.40
27.1,-26.7,1339,19790227,29.03,16.72,69.54,41.81,1.55,1.87,25.5,0.03,5.58
27.1,-26.7,1339,19790228,28.22,16.4,66.75,38.45,1.53,2.31,23.02,0.14,5.34
27.1,-26.7,1339,19790301,27.71,16.7,79.5,51,1.72,1.23,22.01,9.80,4.54
27.1,-26.7,1339,19790302,26.54,16.48,85.77,54.28,1.81,1.6,20.26,12.78,4.21
27.1,-26.7,1339,19790303,26.33,15.31,92.71,46.04,1.58,2.05,22.16,10.08,4.69
27.1,-26.7,1339,19790304,24.11,12.76,72.96,50.81,1.28,2.51,24.46,0.12,4.91
27.1,-26.7,1339,19790305,24.87,13.05,79.47,50.65,1.51,2.51,19.71,3.68,4.19
27.1,-26.7,1339,19790306,27.71,13.78,77.87,28.76,1.28,1.83,23.87,0.00,5.14
27.1,-26.7,1339,19790307,28.09,14.03,70.13,36.13,1.32,1.68,25.19,0.00,5.24
27.1,-26.7,1339,19790308,28.79,14.29,66.36,30.45,1.26,1.68,23.45,0.00,5.16
27.1,-26.7,1339,19790309,28.85,15.58,61.17,32.2,1.25,2.1,24.43,0.00,5.63
27.1,-26.7,1339,19790310,29.35,15.25,56.41,28.86,1.18,1.92,25.69,0.00,5.73
27.1,-26.7,1339,19790311,29.78,15.71,58.02,31.99,1.18,2.01,25.78,0.00,5.87
27.1,-26.7,1339,19790312,27.89,16.39,54.95,34.02,1.17,2.48,24.82,0.00,5.87
27.1,-26.7,1339,19790313,27.78,13.76,63.19,35.27,1.16,2.01,26.49,0.00,5.57
27.1,-26.7,1339,19790314,27.81,13.55,60.1,33.19,1.13,1.76,25.04,0.00,5.26
27.1,-26.7,1339,19790315,28.43,13.82,58.71,36.57,1.28,1.89,24.42,0.73,5.25
27.1,-26.7,1339,19790316,28.21,14.72,59.22,35.05,1.3,1.61,24.93,1.31,5.13
27.1,-26.7,1339,19790317,28.82,14.14,72.46,31.74,1.28,1.74,23.34,0.01,5.07
27.1,-26.7,1339,19790318,29.12,14.1,66.39,27.82,1.22,1.76,22.62,0.02,5.07
27.1,-26.7,1339,19790319,30.95,16.44,47.36,28.68,1.16,2.08,23.12,0.05,5.73
27.1,-26.7,1339,19790320,30.45,18.23,48.68,28.49,1.27,3.06,22.33,0.74,6.32
27.1,-26.7,1339,19790321,29.2,17.14,71.96,36.4,1.49,2.99,21.84,3.45,5.62
27.1,-26.7,1339,19790322,28.7,15.72,77.14,38.06,1.56,2.24,20.38,3.67,4.79
27.1,-26.7,1339,19790323,26.74,14.29,85.24,45.37,1.5,2.5,22.06,6.69,4.73
27.1,-26.7,1339,19790324,27.35,14.71,86.66,46.57,1.56,1.86,21.29,2.54,4.44
27.1,-26.7,1339,19790325,27.25,13.86,85.72,47.14,1.55,1.48,21.45,4.66,4.24
27.1,-26.7,1339,19790326,26.38,14.49,91.72,47.66,1.47,2.37,20.72,9.05,4.51
27.1,-26.7,1339,19790327,26.51,14.21,81.34,46.68,1.55,3.13,19.82,16.38,4.55
27.1,-26.7,1339,19790328,26.95,13.48,79.26,34.18,1.17,2.73,23.06,0.03,5.28
27.1,-26.7,1339,19790329,22.93,9.39,80.54,32.25,0.9,1.94,24.31,0.00,4.46
27.1,-26.7,1339,19790330,23.33,10.23,67.12,31.04,0.89,1.14,23.93,0.00,4.06
27.1,-26.7,1339,19790331,23.16,10.88,69.84,43.55,1.14,2.41,17.16,0.19,3.81
27.1,-26.7,1339,19790401,25.57,12.56,72.72,40.18,1.28,1.8,19.91,0.09,4.07
27.1,-26.7,1339,19790402,25.14,14.88,75.07,44.47,1.34,1.85,16.73,0.44,3.79
27.1,-26.7,1339,19790403,26.69,13.39,75.26,42.37,1.37,2,19.76,0.62,4.23
27.1,-26.7,1339,19790404,26.14,14.76,69.65,43.42,1.4,2.63,20.01,2.57,4.51
27.1,-26.7,1339,19790405,28.07,11.98,75.24,32.26,1.21,1.62,22.07,0.00,4.46
27.1,-26.7,1339,19790406,27.72,10.98,71.45,26.12,1.08,1.22,21.23,0.01,4.07
27.1,-26.7,1339,19790407,26.97,12.8,70.39,32.59,1.16,1.88,20.9,0.00,4.41
27.1,-26.7,1339,19790408,27.12,11.34,77.08,28.6,1.15,1.1,21.82,0.00,3.95
27.1,-26.7,1339,19790409,26.69,11.51,82.17,29.08,1.18,1.24,20.37,0.00,3.84
27.1,-26.7,1339,19790410,26.85,11.31,75.71,29.75,1.14,1.48,18.48,0.00,3.82
27.1,-26.7,1339,19790411,27.17,11.42,66.02,27.83,1.12,1.13,19.83,0.33,3.75
27.1,-26.7,1339,19790412,27.2,11.55,66.37,30.61,1.11,2.3,19.51,0.36,4.49
27.1,-26.7,1339,19790413,27.31,14.18,60.66,25,0.99,2.77,19.71,0.01,5.12
27.1,-26.7,1339,19790414,26.8,10.07,61.48,27.7,0.92,2.26,20.37,0.02,4.58
27.1,-26.7,1339,19790415,26.16,9.96,79.38,35.8,1.21,2.55,19.73,1.79,4.23
27.1,-26.7,1339,19790416,24.25,12.31,84,44.33,1.29,2.03,19.46,0.46,3.74
27.1,-26.7,1339,19790417,24.56,11.17,80.1,41.91,1.23,1.64,18.99,0.04,3.55
27.1,-26.7,1339,19790418,25.43,12.13,71.06,39.44,1.19,0.95,17.98,0.05,3.21
27.1,-26.7,1339,19790419,24.83,11.54,79.27,36.4,1.17,1.33,18.09,0.34,3.37
27.1,-26.7,1339,19790420,25.31,11.6,74.76,34.59,1.24,1.36,17.28,1.66,3.30
27.1,-26.7,1339,19790421,24.79,11.61,85.18,36.73,1.34,1.76,17.59,4.27,3.38
27.1,-26.7,1339,19790422,23.72,12.38,89.41,44.22,1.27,1.6,17.42,0.29,3.25
27.1,-26.7,1339,19790423,23.4,11.25,91.65,43.47,1.35,1.36,15.51,8.79,2.82
27.1,-26.7,1339,19790424,21.49,10.2,88.83,47.86,1.28,1.47,17.7,0.41,2.86
27.1,-26.7,1339,19790425,22.92,8.76,84.1,38.7,1.19,1.48,18.31,0.18,3.06
27.1,-26.7,1339,19790426,24.07,9.53,90.95,38.06,1.13,1.58,17.71,0.00,3.24
27.1,-26.7,1339,19790427,23.24,10.52,77.97,34.34,1.03,1.13,19.23,0.00,3.13
27.1,-26.7,1339,19790428,24.46,8.94,72.57,29.97,0.99,0.98,19.44,0.00,3.09
27.1,-26.7,1339,19790429,25.47,7.79,85.08,28.83,1.05,1.33,18.88,0.00,3.28
27.1,-26.7,1339,19790430,27.16,11.69,73.42,29.08,1.08,1.83,18.19,0.00,3.83
27.1,-26.7,1339,19790501,26.95,11.64,73.5,26.64,1.09,2.01,15.69,0.00,3.72
27.1,-26.7,1339,19790502,26.44,13.52,58.86,28.39,1.09,2.53,15.6,0.00,4.08
27.1,-26.7,1339,19790503,27.08,13.74,60.81,22.95,0.93,2.75,17.97,0.00,4.67
27.1,-26.7,1339,19790504,26.75,13.29,51.07,24.65,0.94,2.67,18.29,0.00,4.54
27.1,-26.7,1339,19790505,22.86,12.57,67.15,34.46,1.04,3.57,17.97,2.87,4.20
27.1,-26.7,1339,19790506,18.07,9.38,90.18,60.22,1.12,1.45,8.85,13.16,1.83
27.1,-26.7,1339,19790507,16.37,3.97,90.83,39.17,0.68,2.03,18.2,0.00,2.72
27.1,-26.7,1339,19790508,15.85,4.52,81.81,36.94,0.67,2.65,16.1,0.01,2.82
27.1,-26.7,1339,19790509,17.19,3.82,82.88,35.56,0.68,2.23,18.08,0.00,2.85
27.1,-26.7,1339,19790510,18.63,4.69,79.77,32.31,0.7,1.76,17.79,0.00,2.80
27.1,-26.7,1339,19790511,19.14,3.22,84.13,35.47,0.73,1.07,17.67,0.00,2.41
27.1,-26.7,1339,19790512,19.23,4.95,82.68,31.92,0.74,1.42,17.52,0.00,2.62
27.1,-26.7,1339,19790513,20.51,4.36,77.92,28.4,0.73,1.26,17.37,0.00,2.60
27.1,-26.7,1339,19790514,20.5,5.27,72.42,29.18,0.73,1.35,17.19,0.00,2.65
27.1,-26.7,1339,19790515,22.02,4.66,71,29.08,0.73,1.64,17.23,0.00,2.93
27.1,-26.7,1339,19790516,21.36,6.45,62.94,29.4,0.75,1.57,17.05,0.00,2.85
27.1,-26.7,1339,19790517,20.92,4.05,85.69,33.42,0.8,1.32,16.93,0.00,2.54
27.1,-26.7,1339,19790518,20.9,4.23,86.43,29.95,0.8,1.3,16.82,0.00,2.51
27.1,-26.7,1339,19790519,20.87,4.7,83.31,31.57,0.77,1.16,16.35,0.00,2.42
27.1,-26.7,1339,19790520,20.47,8.16,71.7,32.89,0.84,2.09,13.14,0.00,2.79
27.1,-26.7,1339,19790521,21.89,6.19,83.17,26.58,0.78,1.78,16.08,0.00,2.88
27.1,-26.7,1339,19790522,21.27,7.7,65.04,30.71,0.78,2.75,15.95,0.00,3.40
27.1,-26.7,1339,19790523,19.85,9.18,73.6,39.56,0.98,3.22,12.8,0.70,2.96
27.1,-26.7,1339,19790524,20.27,9.41,88.94,49.65,1.13,2.95,13.38,4.64,2.66
27.1,-26.7,1339,19790525,22.68,10.4,90.87,43.14,1.22,2.06,14.13,5.42,2.65
27.1,-26.7,1339,19790526,20.27,7.1,93.28,54.56,1.07,1.46,14.26,0.00,2.18
27.1,-26.7,1339,19790527,20.66,6.07,88.22,47.51,0.98,1.85,15.07,0.00,2.46
27.1,-26.7,1339,19790528,21.05,6.72,90.03,37.79,1,1.42,15.18,0.00,2.32
27.1,-26.7,1339,19790529,21.79,9.01,85.45,43.43,1.11,1.85,12.81,0.14,2.42
27.1,-26.7,1339,19790530,22.31,8.72,87.98,34.63,1.08,2.09,13.89,0.19,2.65
27.1,-26.7,1339,19790531,22.73,8.88,88.71,36.27,1.07,1.95,14.17,0.01,2.67
27.1,-26.7,1339,19790601,22.76,10.2,76.36,43.88,1.12,2.26,14,0.20,2.80
27.1,-26.7,1339,19790602,21.33,8.69,89.92,51.68,1.18,1.41,13.97,0.06,2.15
27.1,-26.7,1339,19790603,21.46,7.52,91.73,43.12,1.02,1.37,14.78,0.00,2.27
27.1,-26.7,1339,19790604,19.59,6.65,91.06,40.74,0.92,1.85,14.78,0.00,2.36
27.1,-26.7,1339,19790605,21.33,6.46,83.48,39.48,0.97,2,14.41,0.00,2.52
27.1,-26.7,1339,19790606,20.86,7.67,86.22,44.12,1.04,1.51,11.95,0.00,2.10
27.1,-26.7,1339,19790607,21.06,6.63,85.68,39.1,0.98,1.44,12.81,0.61,2.15
27.1,-26.7,1339,19790608,20.6,8.17,89.39,38.98,0.98,2.29,12.74,0.61,2.54
27.1,-26.7,1339,19790609,21.79,7.3,86.16,26.5,0.81,2.13,14.2,0.00,2.85
27.1,-26.7,1339,19790610,21.8,9.34,54.36,23.85,0.63,3.39,14.85,0.00,4.02
27.1,-26.7,1339,19790611,12.97,4.08,86.2,42.07,0.62,2.79,14.33,0.00,2.27
27.1,-26.7,1339,19790612,8.47,0.6,74.87,29.17,0.37,3.77,15.34,0.00,2.45
27.1,-26.7,1339,19790613,12.24,-4.16,71.49,24.82,0.37,2.7,15.24,0.00,2.35
27.1,-26.7,1339,19790614,12.8,-0.81,82.1,41.29,0.54,2.3,14.79,0.00,2.03
27.1,-26.7,1339,19790615,13.58,-0.37,81.47,40.2,0.56,1.68,14.67,0.00,1.88
27.1,-26.7,1339,19790616,14.71,-0.33,83.62,37.27,0.59,1.72,14.56,0.00,1.94
27.1,-26.7,1339,19790617,14.98,1.59,85.31,38.59,0.62,2,14.24,0.00,2.08
27.1,-26.7,1339,19790618,15.1,0.2,89.37,33.68,0.59,1.13,13.79,0.00,1.72
27.1,-26.7,1339,19790619,16.2,1.2,79.64,36.98,0.62,1.02,14.58,0.00,1.76
27.1,-26.7,1339,19790620,16.37,0.22,89.17,37.63,0.62,1.4,14.58,0.00,1.93
27.1,-26.7,1339,19790621,18.38,0.7,80.91,31.02,0.63,1.83,14.58,0.00,2.32
27.1,-26.7,1339,19790622,16.94,5.08,82.33,40.54,0.77,1.78,13.65,0.00,2.10
27.1,-26.7,1339,19790623,17.73,1.91,90.8,35.43,0.7,1.13,14.55,0.00,1.87
27.1,-26.7,1339,19790624,17.64,1.52,89.88,36.76,0.69,1.74,14.57,0.00,2.15
27.1,-26.7,1339,19790625,18.39,0.87,89.42,23.91,0.57,1.41,14.79,0.00,2.17
27.1,-26.7,1339,19790626,15.84,4.07,61.82,26.09,0.55,2.82,14.59,0.00,2.77
27.1,-26.7,1339,19790627,15.54,-1.04,79.95,27.15,0.47,2.02,14.83,0.00,2.31
27.1,-26.7,1339,19790628,17.49,0.3,73.05,22.48,0.46,1.54,15.06,0.00,2.28
27.1,-26.7,1339,19790629,19.15,-0.56,76.27,18.4,0.48,1.8,14.99,0.00,2.54
27.1,-26.7,1339,19790630,18.28,0.25,84.91,19.46,0.49,1.36,15.12,0.00,2.20
27.1,-26.7,1339,19790701,18.5,-1.29,71.51,17.19,0.43,1.25,15.06,0.00,2.17
27.1,-26.7,1339,19790702,15.91,1.49,83.15,43.3,0.68,2.03,12.52,0.18,2.05
27.1,-26.7,1339,19790703,16.23,3.43,88.1,40.08,0.69,1.79,14.1,0.01,2.11
27.1,-26.7,1339,19790704,15.44,0.76,90.48,38.17,0.62,1.55,14.65,0.00,1.97
27.1,-26.7,1339,19790705,15.93,-1,86.05,31.94,0.54,1.4,15.03,0.00,2.00
27.1,-26.7,1339,19790706,16.4,-0.95,83.9,26.3,0.52,1.99,15.13,0.00,2.36
27.1,-26.7,1339,19790707,16.74,1.03,74.91,28.41,0.57,1.63,12.26,0.00,2.12
27.1,-26.7,1339,19790708,14.56,2.01,81.42,52.71,0.78,2.94,11.63,1.00,1.93
27.1,-26.7,1339,19790709,15.17,3.99,80.94,43.76,0.78,3.05,12.33,2.31,2.19
27.1,-26.7,1339,19790710,14.2,5.84,93.65,53.86,0.84,1.61,8.96,1.16,1.59
27.1,-26.7,1339,19790711,16.01,2.37,97.39,33.98,0.67,1.44,15.14,0.00,2.02
27.1,-26.7,1339,19790712,15.53,0.76,88.49,45.48,0.73,2.51,11.25,0.07,2.01
27.1,-26.7,1339,19790713,18.28,6.07,84.8,41.53,0.85,3.16,12.6,0.51,2.68
27.1,-26.7,1339,19790714,19.59,7.04,79.79,33.87,0.86,2.69,11.59,0.09,2.72
27.1,-26.7,1339,19790715,19.96,7.31,82.04,33.34,0.85,1.76,12.97,0.26,2.43
27.1,-26.7,1339,19790716,20.53,4.08,86.78,29.64,0.77,1.91,14.76,0.13,2.62
27.1,-26.7,1339,19790717,20.53,5.89,75.01,31.46,0.74,3.01,15.26,0.00,3.32
27.1,-26.7,1339,19790718,21.31,4.15,74.3,24.57,0.69,2.34,14.46,0.16,3.06
27.1,-26.7,1339,19790719,20.85,8.59,59.36,20.69,0.67,3.51,15.54,0.00,3.94
27.1,-26.7,1339,19790720,21.13,9.54,55.13,36.63,0.87,3.82,13.48,1.60,3.68
27.1,-26.7,1339,19790721,11.96,2.55,83.81,29.43,0.56,2.9,15.39,1.33,2.35
27.1,-26.7,1339,19790722,14.27,-0.61,89.28,45.87,0.63,1.77,15.95,0.00,2.05
27.1,-26.7,1339,19790723,17.75,-0.83,87.79,20.38,0.49,2.05,16.41,0.00,2.75
27.1,-26.7,1339,19790724,10.27,0.38,83.97,32.28,0.45,3.64,16.14,0.01,2.50
27.1,-26.7,1339,19790725,14.92,-3.84,91.76,24.07,0.41,1.35,16.45,0.00,2.18
27.1,-26.7,1339,19790726,15.89,-2.04,78.84,22.48,0.45,1.71,16.49,0.00,2.45
27.1,-26.7,1339,19790727,17.45,-1.21,78.97,20.35,0.45,1.59,16.53,0.00,2.55
27.1,-26.7,1339,19790728,18.43,1.2,63.05,16.44,0.46,1.44,16.79,0.00,2.61
27.1,-26.7,1339,19790729,18.39,2.3,56.93,19.8,0.5,2.43,16.72,0.00,3.18
27.1,-26.7,1339,19790730,18.01,2.71,78,30.87,0.63,1.39,16.65,0.00,2.46
27.1,-26.7,1339,19790731,19.21,0.05,85.41,25.47,0.59,1.27,16.94,0.00,2.48
27.1,-26.7,1339,19790801,19.88,0.17,78.11,20.16,0.54,1.32,17.07,0.00,2.62
27.1,-26.7,1339,19790802,20.36,0.87,76.05,18.43,0.54,1.08,17.09,0.00,2.53
27.1,-26.7,1339,19790803,21.65,1.91,73.58,15.98,0.51,1.32,16.77,0.00,2.83
27.1,-26.7,1339,19790804,22.29,3.53,54.54,15.25,0.49,2.28,16.94,0.00,3.69
27.1,-26.7,1339,19790805,23.18,5.37,55.3,19.05,0.57,1.85,17.21,0.00,3.46
27.1,-26.7,1339,19790806,23.83,3.83,70.5,17.72,0.62,1.69,17.25,0.00,3.33
27.1,-26.7,1339,19790807,25.68,9.08,50.01,17.8,0.64,2.66,17.2,0.00,4.45
27.1,-26.7,1339,19790808,26.16,10.19,44.12,18.38,0.67,2.65,17.28,0.00,4.53
27.1,-26.7,1339,19790809,24.73,4.74,79.41,25.94,0.75,1.54,17.42,0.00,3.28
27.1,-26.7,1339,19790810,20.39,7.16,85.71,33.85,0.82,3.43,17.63,0.00,3.73
27.1,-26.7,1339,19790811,22.47,7.32,76.09,37.32,0.9,3.04,17.45,0.00,3.78
27.1,-26.7,1339,19790812,22.27,6.61,84.9,28.5,0.83,2.97,17.78,0.00,3.83
27.1,-26.7,1339,19790813,19.26,8.23,83.14,40.52,0.92,2.47,13.23,0.10,2.88
27.1,-26.7,1339,19790814,20.52,6.88,91.73,33.87,0.89,1.4,14.69,0.03,2.64
27.1,-26.7,1339,19790815,19.26,7.66,77.57,44.71,0.9,1.84,14.99,0.23,2.76
27.1,-26.7,1339,19790816,18.62,6.19,87.51,41.31,0.91,1.62,13.87,0.54,2.46
27.1,-26.7,1339,19790817,19.82,6.06,89.94,37.09,0.91,1.45,15.44,0.91,2.64
27.1,-26.7,1339,19790818,20.29,6.86,84.2,33.9,0.9,2.77,16.33,1.39,3.32
27.1,-26.7,1339,19790819,16.02,7.81,87.54,59.8,0.98,3.8,11.89,3.98,2.48
27.1,-26.7,1339,19790820,16.53,8.27,94.68,54.76,1.05,2.9,10.4,13.36,2.21
27.1,-26.7,1339,19790821,17.08,5.77,92.84,46.08,0.9,2.48,16.32,7.09,2.72
27.1,-26.7,1339,19790822,18.5,2.24,92.88,37.49,0.8,1.48,19.42,0.00,2.83
27.1,-26.7,1339,19790823,18.87,6.94,85.2,34.06,0.88,1.52,14.98,1.18,2.67
27.1,-26.7,1339,19790824,20.07,3.43,92.38,32.71,0.84,1.19,19.23,0.00,2.89
27.1,-26.7,1339,19790825,21.76,7.01,73.67,40.79,1.08,3.4,17.35,3.20,3.55
27.1,-26.7,1339,19790826,21.15,9.05,83.87,48.27,1.21,3.12,17.29,9.18,3.26
27.1,-26.7,1339,19790827,19.72,8.99,90.38,49.14,1.24,2.56,12.81,7.62,2.51
27.1,-26.7,1339,19790828,22.77,10.6,86.36,37.33,1.21,2.73,16.46,0.33,3.51
27.1,-26.7,1339,19790829,25.61,9.56,85.46,22.9,0.99,2.74,19.72,0.00,4.52
27.1,-26.7,1339,19790830,24.24,9.07,74.36,39.52,0.93,4.55,18.44,1.24,5.08
27.1,-26.7,1339,19790831,18.04,6.64,67.37,27.16,0.67,1.94,20.03,0.32,3.46
27.1,-26.7,1339,19790901,19.57,3.53,83.63,23.87,0.63,1.57,20.79,0.00,3.43
27.1,-26.7,1339,19790902,19.01,2.97,76.39,19.67,0.54,1.77,21.49,0.00,3.61
27.1,-26.7,1339,19790903,19.31,1.35,81.3,29.29,0.71,2.21,20.96,0.01,3.51
27.1,-26.7,1339,19790904,17.93,8.03,71.77,41.96,0.9,2.47,11.68,0.30,2.78
27.1,-26.7,1339,19790905,20.24,5.4,82.01,35.52,0.85,1.69,21.33,0.00,3.50
27.1,-26.7,1339,19790906,21.48,5.07,80.45,32.85,0.85,1.64,21.32,0.00,3.63
27.1,-26.7,1339,19790907,20.25,5.85,78.95,39.31,0.99,2.37,18.35,0.72,3.32
27.1,-26.7,1339,19790908,21.04,8.53,69.36,43.62,0.91,2.78,16.17,0.07,3.72
27.1,-26.7,1339,19790909,21.46,5.79,67.49,30.61,0.77,1.61,21.92,0.00,3.80
27.1,-26.7,1339,19790910,23.34,5.96,64.57,17.68,0.62,1.61,22.63,0.00,4.20
27.1,-26.7,1339,19790911,24.13,3.66,69.96,15.35,0.58,1.42,23.08,0.00,4.16
27.1,-26.7,1339,19790912,26.07,5.33,52.04,13.04,0.62,1.97,23.09,0.00,4.82
27.1,-26.7,1339,19790913,25.45,6.87,63.94,23.45,0.76,1.69,22.63,0.00,4.46
27.1,-26.7,1339,19790914,25.96,8.83,72.95,29.1,1.01,3.26,20.62,1.06,5.05
27.1,-26.7,1339,19790915,27.48,13.19,56.69,24.42,0.84,4.34,20.51,0.17,6.60
27.1,-26.7,1339,19790916,23.03,5.9,54.77,15.62,0.61,1.69,23.82,0.00,4.42
27.1,-26.7,1339,19790917,24.71,5.58,67.7,16.71,0.65,1.73,23.53,0.00,4.58
27.1,-26.7,1339,19790918,27.39,5.94,62.97,15.99,0.73,2.23,23.43,0.00,5.22
27.1,-26.7,1339,19790919,27.73,11.48,85.65,38.49,1.33,3.29,22.24,0.00,5.24
27.1,-26.7,1339,19790920,24.57,13.57,87.82,42.76,1.42,5.05,18.23,3.04,4.69
27.1,-26.7,1339,19790921,29.04,14.59,75.79,29.78,1.2,3.54,22.22,0.01,6.11
27.1,-26.7,1339,19790922,28.31,10.12,54.37,14.67,0.73,2.58,23.82,0.00,5.87
27.1,-26.7,1339,19790923,27.24,10.91,53.17,25.59,0.93,2.4,24.14,0.00,5.45
27.1,-26.7,1339,19790924,26.98,9.33,75.9,23.73,0.9,1.62,24.45,0.00,4.90
27.1,-26.7,1339,19790925,28.65,10.1,61.02,34.63,1.15,3.28,21.59,4.52,5.61
