Longitude,Latitude,Elevation,Date,Tmax,Tmin,RHmax,RHmin,VPmean,WSmean,SR,Pr,ETo
25.3,-33.8,95,19790101,27.1,15.44,86,50.93,1.86,2.39,29.83,0.57,5.67
25.3,-33.8,95,19790102,20.03,12.1,95.16,68.89,1.52,3.87,16.95,9.33,3.03
25.3,-33.8,95,19790103,19.71,10.7,84.61,46.54,1.14,2.26,23.98,1.11,4.23
25.3,-33.8,95,19790104,22.6,11.5,69.88,41.57,1.21,3.16,31.85,0.00,5.68
25.3,-33.8,95,19790105,27.08,12.64,77.46,44.06,1.58,2.33,31.88,0.00,6.00
25.3,-33.8,95,19790106,23.15,15.35,93.98,58.47,1.68,2.77,21.4,2.40,4.17
25.3,-33.8,95,19790107,21.46,13.5,72.73,49.07,1.2,2.06,26.3,0.08,4.87
25.3,-33.8,95,19790108,26.71,10.3,81.63,38.1,1.38,1.76,32.29,0.00,5.88
25.3,-33.8,95,19790109,30.57,11.81,88.87,39.87,1.81,1.75,32.15,0.00,6.27
25.3,-33.8,95,19790110,25.08,18.12,88.75,58.69,1.93,2.61,21.15,0.85,4.39
25.3,-33.8,95,19790111,26.07,14.64,82.72,48.33,1.73,2.27,27.28,0.31,5.20
25.3,-33.8,95,19790112,23.1,15.68,88.88,48.63,1.58,3.69,23.46,1.26,4.75
25.3,-33.8,95,19790113,26.34,14.71,82.93,42.88,1.51,1.79,29.94,0.02,5.72
25.3,-33.8,95,19790114,26.64,13.2,87.95,47.77,1.71,1.74,31.19,0.00,5.60
25.3,-33.8,95,19790115,32.45,15.78,88.75,31.36,1.89,2.88,31.15,0.02,7.12
25.3,-33.8,95,19790116,23.21,16.8,78.68,51.83,1.64,2.56,16.7,0.50,3.82
25.3,-33.8,95,19790117,24.9,15.27,76.81,46.36,1.54,2.53,24.55,0.01,5.03
25.3,-33.8,95,19790118,36.02,16.06,90.59,31.77,1.83,2.04,27.93,0.53,7.01
25.3,-33.8,95,19790119,27,18.33,76.17,49.95,1.8,2.41,24.9,0.46,5.38
25.3,-33.8,95,19790120,21.33,13.96,73.78,52.6,1.23,4.62,16.66,0.59,4.50
25.3,-33.8,95,19790121,20.07,12.28,78.23,47.79,1.21,3.26,16.52,1.05,3.74
25.3,-33.8,95,19790122,24,14.54,70.44,44.93,1.4,2.3,24.87,0.05,4.96
25.3,-33.8,95,19790123,28.85,13.73,82.32,42.29,1.69,2.56,31.12,0.00,6.24
25.3,-33.8,95,19790124,39.82,15.77,89.46,23.04,1.76,1.61,28.76,0.44,7.34
25.3,-33.8,95,19790125,28.3,17.92,75.8,46.42,1.85,1.89,20.19,1.05,4.67
25.3,-33.8,95,19790126,22.11,17.03,89.53,64.76,1.81,1.89,11.64,1.43,2.64
25.3,-33.8,95,19790127,21.34,17.38,87.73,71.81,1.92,1.75,4.28,3.71,1.46
25.3,-33.8,95,19790128,26.28,17.51,95.59,59.44,2.05,1.88,22.39,1.49,4.38
25.3,-33.8,95,19790129,21.86,17.11,87.19,58.27,1.66,2.43,12.69,0.95,3.09
25.3,-33.8,95,19790130,19.8,15.09,93.38,72.03,1.64,2.7,9.05,2.91,2.18
25.3,-33.8,95,19790131,25.71,14.76,90.79,50.1,1.7,2.35,29.1,0.01,5.33
25.3,-33.8,95,19790201,27.65,13.46,94.96,49.07,1.9,2.01,29.2,0.00,5.32
25.3,-33.8,95,19790202,28.57,16.84,94.68,45.13,1.96,2.73,28.8,0.12,5.82
25.3,-33.8,95,19790203,33.24,15.67,95.67,42.65,2.11,1.83,28.71,0.00,6.20
25.3,-33.8,95,19790204,28.01,18.41,89.73,49.66,2.01,1.98,23.98,0.06,4.99
25.3,-33.8,95,19790205,27.42,17.11,89.76,54.41,1.94,1.63,24.18,2.71,4.78
25.3,-33.8,95,19790206,28.11,17.63,93.9,48.16,2.03,1.61,24.8,0.13,4.93
25.3,-33.8,95,19790207,26.89,17.13,92.43,50.47,1.85,3.04,23.37,0.20,5.03
25.3,-33.8,95,19790208,22.21,16.11,90.87,62.92,1.77,2.28,13.07,0.88,2.82
25.3,-33.8,95,19790209,23.91,16.49,87.19,64.24,1.89,1.84,14.83,1.22,3.09
25.3,-33.8,95,19790210,26.03,14.27,88.58,45.43,1.62,1.89,27.43,0.00,5.09
25.3,-33.8,95,19790211,27.64,13.43,89.04,43.21,1.72,1.67,28.99,0.00,5.33
25.3,-33.8,95,19790212,27.93,17.07,87.54,48.54,2.04,1.99,22.55,0.33,4.59
25.3,-33.8,95,19790213,28.78,19.34,100,49.26,2.31,1.38,19.03,2.21,4.02
25.3,-33.8,95,19790214,31.99,18.85,90.84,45.3,2.18,1.79,24.66,0.13,5.48
25.3,-33.8,95,19790215,24.8,18.77,91.6,64.83,2.05,2.03,15.42,4.59,3.31
25.3,-33.8,95,19790216,20.58,15.4,84.46,61.61,1.57,2.5,8.85,3.71,2.41
25.3,-33.8,95,19790217,25.43,14.44,79.35,44.28,1.61,1.77,27.12,0.00,4.89
25.3,-33.8,95,19790218,28.07,16.36,76.31,41.49,1.62,2.8,21.47,0.97,5.20
25.3,-33.8,95,19790219,21.4,14.1,92.81,49.43,1.5,2.51,14.05,0.97,3.06
25.3,-33.8,95,19790220,29.32,14.91,75.17,44.63,1.73,3.1,27.24,0.00,5.91
25.3,-33.8,95,19790221,27.78,16.95,76.35,39.96,1.81,2.62,23.98,4.85,5.13
25.3,-33.8,95,19790222,23.45,16.08,90.16,57,1.66,2.65,16.24,0.74,3.58
25.3,-33.8,95,19790223,24.62,13.98,82.96,54.16,1.71,2.32,20.87,0.21,3.93
25.3,-33.8,95,19790224,32.92,14.57,92.19,41.62,2.09,1.44,25.35,0.00,5.28
25.3,-33.8,95,19790225,34.8,19.78,62.92,35.94,1.9,2.25,24.34,0.57,6.37
25.3,-33.8,95,19790226,29.84,17.68,82.96,44.3,1.97,1.55,24.45,1.88,5.00
25.3,-33.8,95,19790227,23.93,18.07,96.27,69.4,2.16,1.78,8.87,6.46,2.05
25.3,-33.8,95,19790228,29.87,18.07,97.03,56.58,2.08,2.13,13.21,16.16,3.68
25.3,-33.8,95,19790301,20.81,14.41,73.08,55.69,1.44,2.89,11.97,0.50,2.96
25.3,-33.8,95,19790302,22.78,12.13,91.15,51.32,1.47,2.3,19.79,0.20,3.65
25.3,-33.8,95,19790303,18.82,13.26,83.23,55.64,1.31,2.93,15.45,1.52,3.10
25.3,-33.8,95,19790304,20.78,11.67,90.27,48.09,1.31,2.33,21.63,0.05,3.69
25.3,-33.8,95,19790305,23.77,11.31,81.78,44.87,1.39,2.37,25.72,0.00,4.45
25.3,-33.8,95,19790306,25.14,11.73,88.15,46.8,1.58,1.98,25.38,0.00,4.35
25.3,-33.8,95,19790307,26.59,13.5,92.83,50.72,1.89,1.7,24.15,0.00,4.20
25.3,-33.8,95,19790308,28.09,16.64,91.38,53.02,2.17,1.23,17.63,0.07,3.47
25.3,-33.8,95,19790309,30.02,18.28,92.34,55.35,2.28,1.44,19.77,0.06,4.08
25.3,-33.8,95,19790310,36.36,18.19,83.12,22,1.8,1.9,21.92,0.04,5.84
25.3,-33.8,95,19790311,23.98,15.96,83.23,61.42,1.53,3.41,10.57,0.85,3.50
25.3,-33.8,95,19790312,23.63,14.66,71.33,43.41,1.43,1.71,22.28,0.00,4.04
25.3,-33.8,95,19790313,26.49,14.1,92.62,47.7,1.75,1.5,22.52,0.00,4.04
25.3,-33.8,95,19790314,25.49,17.38,87.36,55.7,2,1.66,14.37,0.70,2.98
25.3,-33.8,95,19790315,34.25,17.62,90.9,41,2.07,1.61,20.4,0.76,4.85
25.3,-33.8,95,19790316,31.04,17.77,93.68,46.05,2.16,1.64,21.24,1.68,4.47
25.3,-33.8,95,19790317,25.23,17.46,97.87,61.04,1.94,2.59,15.69,0.20,3.37
25.3,-33.8,95,19790318,27.34,15.25,88.29,48.58,1.81,1.96,22.07,0.36,4.21
25.3,-33.8,95,19790319,24.94,16.38,81.86,44.92,1.65,2.4,16.08,1.29,3.63
25.3,-33.8,95,19790320,21.96,15.15,75.97,51.53,1.45,2.24,12.4,0.11,2.96
25.3,-33.8,95,19790321,22.3,14.32,78.59,52,1.33,3.53,12.95,0.31,3.62
25.3,-33.8,95,19790322,20.55,12.67,65.71,48.69,1.18,2.06,16.03,0.03,3.21
25.3,-33.8,95,19790323,26.29,11.39,76.03,41.63,1.41,1.76,19.45,0.00,3.80
25.3,-33.8,95,19790324,26.92,14.58,85.89,43.88,1.78,1.33,19.08,0.02,3.52
25.3,-33.8,95,19790325,23.1,17.23,92.26,74.42,2.01,2.06,7.44,4.37,1.85
25.3,-33.8,95,19790326,24.92,15.64,90.33,54.31,1.81,1.49,17.78,1.36,3.20
25.3,-33.8,95,19790327,24.46,14.04,91.6,52.43,1.62,3.19,19.87,0.01,3.83
25.3,-33.8,95,19790328,19.44,12.9,93.69,55,1.37,2.27,10.41,4.67,2.29
25.3,-33.8,95,19790329,22.44,10.11,87.93,38.13,1.16,2.62,18.94,0.02,3.68
25.3,-33.8,95,19790330,20.33,12.9,75.86,50.69,1.31,2.04,11.93,0.52,2.57
25.3,-33.8,95,19790331,23.96,11.2,94.8,41.6,1.33,2.74,20.64,0.00,3.88
25.3,-33.8,95,19790401,23.67,14.65,84.72,49.91,1.6,1.99,15.57,0.18,3.03
25.3,-33.8,95,19790402,25.21,13.11,87.6,41.54,1.5,1.99,20.11,0.00,3.66
25.3,-33.8,95,19790403,25.09,13.5,82.74,48.56,1.65,1.51,18.99,0.00,3.25
25.3,-33.8,95,19790404,28.46,13.67,93.45,48.23,1.82,1.29,17.34,0.00,3.27
25.3,-33.8,95,19790405,24.26,15.85,82.36,59.12,1.76,1.85,17.34,0.05,3.10
25.3,-33.8,95,19790406,25.9,16.46,89.76,51.2,1.84,1.33,15.2,0.22,2.88
25.3,-33.8,95,19790407,25.57,16.04,86.62,56.12,1.97,1.29,15.18,0.14,2.70
25.3,-33.8,95,19790408,25.46,15.97,92.16,59.39,1.9,2.26,15.17,0.03,2.96
25.3,-33.8,95,19790409,26.11,13.23,91.61,47.01,1.76,1.32,18.6,0.00,3.08
25.3,-33.8,95,19790410,32.79,15.17,89.55,34.91,1.63,1.9,17.55,0.00,4.32
25.3,-33.8,95,19790411,22.5,15.02,79.97,58.51,1.69,1.33,7,1.33,1.74
25.3,-33.8,95,19790412,19.96,15.63,90.38,62.97,1.62,1.88,5.49,2.63,1.61
25.3,-33.8,95,19790413,21.4,13.9,89.99,57.77,1.48,1.86,14.12,0.57,2.53
25.3,-33.8,95,19790414,21.25,13.19,79.79,62.09,1.49,2.52,13.15,1.17,2.50
25.3,-33.8,95,19790415,26.1,14.86,82.44,48.05,1.56,2.07,18,0.06,3.49
25.3,-33.8,95,19790416,30.17,14.63,80.56,33.65,1.58,1.59,17.95,0.00,3.69
25.3,-33.8,95,19790417,23.6,13.79,83.2,51.3,1.6,2.45,15.14,0.08,2.85
25.3,-33.8,95,19790418,24.15,13.58,83.12,51.83,1.55,1.39,15.75,0.00,2.66
25.3,-33.8,95,19790419,19.99,14.47,88.66,66.17,1.51,1.8,6.87,0.51,1.74
25.3,-33.8,95,19790420,22.26,12.99,82.84,56.55,1.49,1.6,13.68,0.07,2.35
25.3,-33.8,95,19790421,25.04,13,92.04,50.54,1.64,2.09,16.6,0.00,2.91
25.3,-33.8,95,19790422,29.58,12.44,96.5,44.37,1.66,1.23,15.36,0.19,2.92
25.3,-33.8,95,19790423,25.66,15.36,83.25,54.42,1.83,1.86,14.59,0.01,2.68
25.3,-33.8,95,19790424,24.08,17.05,85.8,57.95,1.87,1.51,10.66,0.25,2.12
25.3,-33.8,95,19790425,23.88,15.52,90.64,54.7,1.73,1.66,12.98,0.02,2.35
25.3,-33.8,95,19790426,24.13,13.62,92.23,47.6,1.59,1.78,14.65,0.00,2.56
25.3,-33.8,95,19790427,24.63,12.81,88.36,48.91,1.57,1.34,14.55,0.00,2.40
25.3,-33.8,95,19790428,25.04,13.8,84.62,43.64,1.51,1.46,14.18,0.00,2.56
25.3,-33.8,95,19790429,23.49,13.25,87.4,51.67,1.7,1.21,8.87,0.72,1.71
25.3,-33.8,95,19790430,24.79,14.35,86.59,52.61,1.74,1.39,12.76,0.01,2.21
25.3,-33.8,95,19790501,28,15.1,83.4,30.89,1.51,1.75,10.56,0.00,2.83
25.3,-33.8,95,19790502,23.08,14.12,88.18,51.55,1.6,1.42,13.36,0.18,2.16
25.3,-33.8,95,19790503,26.67,13.43,91.08,30.45,1.3,3.09,14.56,0.59,3.83
25.3,-33.8,95,19790504,16.44,11.61,68.56,47.23,1,3.27,10.51,0.16,2.51
25.3,-33.8,95,19790505,16.16,11,79.93,56.5,1.15,1.07,5.48,0.75,1.25
25.3,-33.8,95,19790506,19.47,10.6,83.66,42.92,1.13,3.98,10.68,2.59,2.75
25.3,-33.8,95,19790507,14.82,9.04,83.07,58.87,1.03,2.62,9.89,3.81,1.73
25.3,-33.8,95,19790508,18.32,9.2,72.57,48.99,1.07,1.67,11.13,0.10,1.86
25.3,-33.8,95,19790509,20.62,7.2,87.18,37.63,1.02,1.42,14.16,0.00,2.05
25.3,-33.8,95,19790510,23.67,8.19,86.01,33.49,1.11,1.7,14.29,0.00,2.45
25.3,-33.8,95,19790511,27.58,10.57,50.18,22.69,0.87,2.48,14.17,0.00,3.86
25.3,-33.8,95,19790512,23.36,12.65,78.61,38.64,1.19,1.43,11.82,0.00,2.24
25.3,-33.8,95,19790513,27.7,10.79,91.79,27.87,1.19,1.29,13.33,0.00,2.49
25.3,-33.8,95,19790514,28.8,13.09,56.15,23.91,1.04,2.19,13.54,0.00,3.59
25.3,-33.8,95,19790515,26.86,12.07,71.31,32.83,1.23,1.3,13.09,0.00,2.40
25.3,-33.8,95,19790516,30.08,13.9,44.88,21.42,0.87,2.44,13.58,0.00,4.17
25.3,-33.8,95,19790517,22.27,12.42,80.84,52.11,1.43,1.42,12.57,0.01,1.88
25.3,-33.8,95,19790518,16.13,11.4,84.65,60.65,1.33,2.86,3.55,0.69,1.16
25.3,-33.8,95,19790519,18.65,8.59,90.23,41.82,1.09,1.25,12.46,0.06,1.60
25.3,-33.8,95,19790520,19.08,9.15,93.61,49.67,1.16,1.51,10.91,0.00,1.62
25.3,-33.8,95,19790521,19.04,9.1,87.31,60.1,1.32,3.4,8.77,1.63,1.67
25.3,-33.8,95,19790522,16.05,14.54,93.69,86.63,1.66,3.61,0.53,19.82,0.58
25.3,-33.8,95,19790523,22.76,12.72,91.28,57.54,1.6,1.48,10.89,1.44,1.67
25.3,-33.8,95,19790524,19.34,11.77,89.9,60.46,1.42,1.47,8.8,2.63,1.35
25.3,-33.8,95,19790525,18.48,13.06,93.75,72.75,1.53,2.32,6,3.61,1.23
25.3,-33.8,95,19790526,17.72,12.95,92.54,68.62,1.56,1.79,3.93,0.36,0.92
25.3,-33.8,95,19790527,22.3,11.95,91.08,53.32,1.4,1.7,11.81,0.00,1.85
25.3,-33.8,95,19790528,27,11.54,76.87,37.16,1.29,2.31,11.2,0.10,2.83
25.3,-33.8,95,19790529,24.4,14.8,78.82,31.18,1.16,2.34,12.1,0.38,2.90
25.3,-33.8,95,19790530,22.57,11.54,83.46,36.59,1.07,3.11,11.32,3.05,2.97
25.3,-33.8,95,19790531,16.19,9.92,85.27,61.19,1.17,1.88,8.84,0.51,1.32
25.3,-33.8,95,19790601,18.41,6.78,91.85,62.6,1.19,1.21,10.67,0.00,1.21
25.3,-33.8,95,19790602,20.97,9.04,95.4,55.19,1.26,1.37,11.59,0.00,1.53
25.3,-33.8,95,19790603,24.21,10.12,91.41,60.57,1.49,1.21,11.01,0.00,1.58
25.3,-33.8,95,19790604,26.73,13.23,76.65,45.5,1.52,2.3,9.5,1.38,2.48
25.3,-33.8,95,19790605,23.44,11.41,79.15,44.73,1.41,1.6,10.71,0.02,1.77
25.3,-33.8,95,19790606,18.73,10.14,79.52,54.21,1.16,2.09,8.74,0.06,1.65
25.3,-33.8,95,19790607,20.04,7.2,92.05,45.82,1.04,1.37,11.38,0.00,1.54
25.3,-33.8,95,19790608,23.87,7.93,73.37,28.04,0.86,2.92,11.99,0.00,3.16
25.3,-33.8,95,19790609,23.65,11.57,72.25,26.88,0.82,3.19,11.23,0.00,3.61
25.3,-33.8,95,19790610,20.66,13.38,58.51,34.65,0.86,5.02,9.07,0.62,4.21
25.3,-33.8,95,19790611,14.04,6.54,76.12,48.65,0.72,6.34,8.72,0.85,2.86
25.3,-33.8,95,19790612,10.63,5.72,84.51,75.6,0.88,3.38,7.8,5.30,1.12
25.3,-33.8,95,19790613,14.14,5.41,79.05,53.34,0.85,1.98,8.72,0.03,1.34
25.3,-33.8,95,19790614,17.42,3.85,82.54,38.7,0.72,1.52,11.12,0.00,1.59
25.3,-33.8,95,19790615,19.57,5.54,57.33,32.72,0.69,2.08,11.58,0.00,2.22
25.3,-33.8,95,19790616,20.1,5.62,67.36,32.57,0.79,1.62,11.38,0.00,1.85
25.3,-33.8,95,19790617,21.56,6.23,58.3,31.17,0.79,1.85,11.27,0.00,2.16
25.3,-33.8,95,19790618,23.06,11.5,60.09,32.11,0.8,3.09,11.26,0.00,3.45
25.3,-33.8,95,19790619,22.36,10.67,75.36,33.78,1,2.27,10.99,0.00,2.43
25.3,-33.8,95,19790620,18.31,9.14,93.26,62.04,1.32,1.43,9.45,0.06,1.12
25.3,-33.8,95,19790621,20.73,9.37,91.06,47.15,1.19,1.41,10.73,0.01,1.50
25.3,-33.8,95,19790622,24.48,8.74,63.63,32.72,0.91,2.3,10.72,0.14,2.74
25.3,-33.8,95,19790623,24.77,10.94,62.92,30.46,0.92,1.9,11.16,0.00,2.54
25.3,-33.8,95,19790624,20.43,8.75,75.98,50.97,1.13,2.1,10.53,0.01,1.81
25.3,-33.8,95,19790625,18.86,7.83,90.79,46.09,1.01,1.93,10.79,0.01,1.69
25.3,-33.8,95,19790626,14.49,10.52,69.25,43.73,0.87,5.29,8.23,0.68,2.68
25.3,-33.8,95,19790627,16.83,7.34,63.22,44.04,0.86,3.77,10.86,0.00,2.35
25.3,-33.8,95,19790628,19.28,8.71,72.6,48.16,1.07,2,10.33,0.00,1.73
25.3,-33.8,95,19790629,18.76,7.64,94.72,40.26,1.05,2.01,11.05,0.00,1.66
25.3,-33.8,95,19790630,17.96,8.29,83.72,56.79,1.15,1.8,9.16,0.03,1.36
25.3,-33.8,95,19790701,17.33,9.79,94,55.3,1.22,1.43,7.89,0.12,1.17
25.3,-33.8,95,19790702,19.69,8.34,90.97,47.99,1.05,1.49,10.84,0.00,1.57
25.3,-33.8,95,19790703,24.79,7.74,64.01,25.72,0.72,3.27,11.51,0.00,3.79
25.3,-33.8,95,19790704,25.33,16.35,43.36,26.92,0.74,4.16,11.41,0.00,5.16
25.3,-33.8,95,19790705,24.78,16.07,44.57,29.84,0.77,3.96,11.16,0.00,4.84
25.3,-33.8,95,19790706,19.46,10.49,73.72,49.08,1,3.31,9.89,2.60,2.58
25.3,-33.8,95,19790707,12.81,8.14,90.43,67.45,1,2.92,7.54,4.69,1.27
25.3,-33.8,95,19790708,14.38,6.47,86.25,56.44,0.94,1.99,8.33,0.28,1.29
25.3,-33.8,95,19790709,18.04,5.85,78.69,48.26,0.86,1.68,11.39,0.00,1.69
25.3,-33.8,95,19790710,20.39,7.17,74.74,44.99,1,1.83,11.37,0.07,1.86
25.3,-33.8,95,19790711,22.86,8.49,84.45,38.6,1.04,1.68,10.37,0.32,2.05
25.3,-33.8,95,19790712,23.11,10.89,63.19,31.92,0.93,2.19,9.06,0.00,2.66
25.3,-33.8,95,19790713,18.34,10.95,80.11,56.74,1.22,1.26,7.03,0.12,1.29
25.3,-33.8,95,19790714,16.49,9.73,91.65,69.27,1.31,1.23,5.39,0.74,0.92
25.3,-33.8,95,19790715,16.71,9.15,91.64,63.64,1.26,1.81,8.09,0.48,1.15
25.3,-33.8,95,19790716,19.68,6.92,94.9,53.04,1.15,1.46,11.56,0.00,1.51
25.3,-33.8,95,19790717,17.76,9.34,79.25,55.45,1.03,2.94,11.09,0.00,2.10
25.3,-33.8,95,19790718,17.74,9.04,86.72,53.46,1.07,2.28,9.15,1.21,1.75
25.3,-33.8,95,19790719,12.15,9.17,93.64,79.1,1.13,2.23,3.39,11.14,0.84
25.3,-33.8,95,19790720,11.41,9.69,90.86,81.61,1.13,3.42,1.74,21.63,0.82
25.3,-33.8,95,19790721,12.7,10.27,92.3,88.68,1.27,3.83,0.13,50.92,0.60
25.3,-33.8,95,19790722,16.29,7.66,80.32,52.32,1,3.26,11.57,3.44,1.93
25.3,-33.8,95,19790723,17.11,7.87,80.57,43.99,0.85,5.71,7.58,4.63,3.11
25.3,-33.8,95,19790724,11.1,6.54,84.59,69.62,0.89,3.12,8.5,6.08,1.30
25.3,-33.8,95,19790725,12.57,5.2,84.55,56.72,0.84,1.84,11.27,0.31,1.35
25.3,-33.8,95,19790726,16.88,3.15,85.34,51.87,0.89,1.6,12.4,0.00,1.58
25.3,-33.8,95,19790727,19.72,8.19,67.33,37.89,0.86,2.69,12.96,0.00,2.70
25.3,-33.8,95,19790728,14.33,8.31,94,77,1.17,1.95,6.08,0.83,1.01
25.3,-33.8,95,19790729,20.96,7.23,94.12,43.46,1.02,2.31,12.87,0.00,2.36
25.3,-33.8,95,19790730,24.58,12.72,67.85,20.69,0.93,3.25,13.35,0.00,3.97
25.3,-33.8,95,19790731,17.25,8.56,89.16,67.47,1.36,1.03,10.09,0.05,1.17
25.3,-33.8,95,19790801,17.88,10.91,86.96,67.87,1.4,1.46,10.81,0.19,1.39
25.3,-33.8,95,19790802,21.82,10.19,94.71,54.79,1.37,1.27,12.37,0.01,1.80
25.3,-33.8,95,19790803,25.1,10.31,79.13,35.06,1,2.86,13.62,0.00,3.59
25.3,-33.8,95,19790804,24.66,11.91,59.52,27.98,1.02,2.57,13.67,0.00,3.41
25.3,-33.8,95,19790805,20.72,9.29,83.45,41.04,1.09,2.06,13.64,0.00,2.37
25.3,-33.8,95,19790806,25.12,8.54,79.92,38.93,1.09,1.91,14.1,0.00,2.82
25.3,-33.8,95,19790807,22.63,8.66,84.64,32.01,1.07,2.09,14.35,0.09,2.67
25.3,-33.8,95,19790808,17.04,9.87,75.95,40.36,0.92,3.95,13.48,0.07,2.91
25.3,-33.8,95,19790809,13.9,8.41,83.25,64.62,1.02,2.22,8.63,1.24,1.49
25.3,-33.8,95,19790810,15.01,8.06,90.14,65.29,1.15,2.95,7.62,1.02,1.36
25.3,-33.8,95,19790811,15.15,8.6,94.39,82.04,1.23,1.93,6.89,11.74,1.12
25.3,-33.8,95,19790812,15.62,7.14,91.47,60.29,1.16,1.81,9.84,0.07,1.34
25.3,-33.8,95,19790813,18.82,8.06,94.17,60.54,1.22,2.07,14.36,0.00,1.98
25.3,-33.8,95,19790814,16.73,9.03,89.65,64.35,1.24,1.92,8.57,0.26,1.44
25.3,-33.8,95,19790815,18.57,8.31,95.32,60.08,1.25,1.41,14.54,0.00,1.85
25.3,-33.8,95,19790816,13.91,8.62,93.15,76.99,1.2,2.09,4.17,2.43,0.94
25.3,-33.8,95,19790817,15.36,8,92.57,51.34,1.05,1.53,12.55,0.67,1.70
25.3,-33.8,95,19790818,13.63,8.25,93.47,77.03,1.18,3.06,8.26,3.20,1.16
25.3,-33.8,95,19790819,16.63,10.87,93.02,77.15,1.38,4.05,7.77,2.01,1.43
25.3,-33.8,95,19790820,13.93,12.73,94.53,90.27,1.47,4.95,0.23,56.01,0.51
25.3,-33.8,95,19790821,14.52,12.91,96.39,93.05,1.56,4.14,0.35,95.26,0.36
25.3,-33.8,95,19790822,16.32,12.19,88.71,70.23,1.33,4.57,8,2.16,1.79
25.3,-33.8,95,19790823,17.29,9.14,85.96,63.68,1.26,1.97,15.66,0.01,1.99
25.3,-33.8,95,19790824,18.13,10.42,89.24,69.77,1.37,1.8,13.81,0.10,1.89
25.3,-33.8,95,19790825,22.59,8.89,96.67,54.42,1.48,1.52,13.44,0.58,2.15
25.3,-33.8,95,19790826,18.98,10.18,84.32,50.28,1.21,1.84,11.94,5.23,2.13
25.3,-33.8,95,19790827,20.79,8.28,88.34,44.25,1.21,1.33,17,0.00,2.44
25.3,-33.8,95,19790828,16.2,8.82,95.51,66.19,1.2,1.62,10.31,0.52,1.60
25.3,-33.8,95,19790829,14.73,9.5,80.38,67.49,1.14,1.33,6.99,0.32,1.34
25.3,-33.8,95,19790830,15.07,8.44,80.78,54.97,1.08,2.72,7.71,0.17,1.67
25.3,-33.8,95,19790831,13.84,8.7,88.49,79.35,1.14,4.6,10.11,6.23,1.58
25.3,-33.8,95,19790901,11.48,6.94,84.25,68.45,0.92,3.06,9.77,10.79,1.60
25.3,-33.8,95,19790902,11.67,4.64,85.39,63.64,0.87,1.81,13.71,5.70,1.66
25.3,-33.8,95,19790903,14.56,2.54,85.61,51,0.84,1.5,18.69,0.00,2.17
25.3,-33.8,95,19790904,17.45,3.62,91.33,57.8,1.05,1.32,18.86,0.00,2.28
25.3,-33.8,95,19790905,22.31,7.16,91.15,56.97,1.33,1.36,18.5,0.00,2.71
25.3,-33.8,95,19790906,17.03,11.45,87.72,69.22,1.35,3.58,8.62,0.24,1.80
25.3,-33.8,95,19790907,12.99,8.49,77.54,58.78,0.94,2.29,11.68,0.69,1.95
25.3,-33.8,95,19790908,17.95,4.32,82.27,55.84,0.98,1.56,19.77,0.00,2.61
25.3,-33.8,95,19790909,26.73,6.57,84.13,51.27,1.42,1.52,19.09,0.00,3.32
25.3,-33.8,95,19790910,29.37,14.65,67.79,42.11,1.55,2.5,19.11,0.00,4.52
25.3,-33.8,95,19790911,26.24,11.15,89.52,47.44,1.58,1.28,18.26,0.00,3.18
25.3,-33.8,95,19790912,15.91,10.54,81.94,69.08,1.19,4.05,5.11,0.56,1.80
25.3,-33.8,95,19790913,14.85,8.39,77.61,57.2,1,2.24,13.18,0.02,2.19
25.3,-33.8,95,19790914,18.93,5.19,91.46,59.82,1.22,1.21,17.58,0.00,2.35
25.3,-33.8,95,19790915,17.17,11.45,93.55,81.35,1.45,2.39,11.58,12.23,1.78
25.3,-33.8,95,19790916,15.95,9.77,88.39,73.75,1.25,2.23,14.66,2.49,2.09
25.3,-33.8,95,19790917,15.4,8.29,86.03,60.11,1.09,3.51,13.68,0.24,2.23
25.3,-33.8,95,19790918,15.54,8.09,87.72,62.97,1.13,1.84,16.18,0.32,2.22
25.3,-33.8,95,19790919,17.8,6.8,94.84,63.86,1.28,2.47,20.59,0.00,2.52
25.3,-33.8,95,19790920,25.54,12.45,91.66,55.43,1.44,2.72,19.4,0.15,4.09
25.3,-33.8,95,19790921,17.16,9.84,84.09,71.31,1.27,1.92,9.34,0.02,1.78
25.3,-33.8,95,19790922,21.93,9.52,89.58,50.55,1.24,3.48,8.36,2.12,2.87
25.3,-33.8,95,19790923,15.69,10.12,75.17,47.1,0.92,4.52,16.18,0.53,3.40
25.3,-33.8,95,19790924,16,7.83,73.68,50.5,0.93,2.63,18.87,0.00,3.00
25.3,-33.8,95,19790925,18.62,5.48,84.63,52.66,1.03,1.64,22.29,0.00,3.13
25.3,-33.8,95,19790926,17.15,8.6,79.2,48.13,0.97,2.64,19.49,0.16,3.21
25.3,-33.8,95,19790927,21.6,6.31,84.13,49.36,1.12,1.32,22.9,0.00,3.46
25.3,-33.8,95,19790928,28.43,7.22,95.16,32.12,1.34,2.01,22.58,1.85,4.52
25.3,-33.8,95,19790929,17.12,9.39,76.91,67.79,1.18,2.85,16.53,1.03,2.67
25.3,-33.8,95,19790930,28.35,8.3,87.18,30.29,1.1,2.27,23.31,0.00,5.07
25.3,-33.8,95,19791001,22.32,10.87,75.47,45.3,1.18,2.33,20.44,0.03,3.90
